PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
308720,37,0,37,1.32383,103.840014
308721,0,3,3,1.323288,103.840342
308723,1,0,1,1.322971,103.840565
308724,4,1,5,1.324026,103.839895
308725,6,0,6,1.323667,103.840168
308726,41,2,43,1.32388,103.840032
308727,210,0,210,1.323778,103.840066
308728,1,0,1,1.32365,103.840475
308729,574,20,594,1.323072,103.841462
308730,5,1,6,1.323189,103.841247
308731,1,0,1,1.324036,103.839905
308769,0,9,9,1.315482,103.844024
308770,0,4,4,1.315562,103.843964
308771,0,3,3,1.323771,103.840733
308772,0,2,2,1.323764,103.840812
308773,0,6,6,1.315826,103.84406
308774,6,37,43,1.31598,103.844205
308823,1,14,15,1.319741,103.832541
308824,0,18,18,1.319689,103.83257
308825,3,1,4,1.319798,103.832564
308826,4,0,4,1.319729,103.832587
308827,1,0,1,1.299509,103.837
308830,0,1,1,1.31985,103.832575
308832,14,0,14,1.319861,103.832638
308833,1,1,2,1.315662,103.843904
308834,33,4,37,1.319907,103.832644
308835,167,0,167,1.319959,103.832661
308836,5,0,5,1.320079,103.832649
308837,16,1,17,1.319999,103.832678
308838,2,2,4,1.320154,103.832683
308839,0,2,2,1.320022,103.832626
308840,0,33,33,1.320228,103.832712
308841,5,5,10,1.320329,103.832758
308842,14,15,29,1.320406,103.832739
308843,2,0,2,1.320248,103.83275
308863,10,0,10,1.319485,103.832838
308864,0,1,1,1.319821,103.832615
308865,0,2,2,1.320472,103.832643
308868,5,2,7,1.319594,103.832479
308869,60,3,63,1.319622,103.832411
308870,18,0,18,1.319651,103.832325
308871,1,4,5,1.319674,103.832246
308872,7,1,8,1.319708,103.832166
308873,5,0,5,1.319719,103.832103
308874,1,1,2,1.319531,103.832713
308875,4,1,5,1.319771,103.831967
308877,15,0,15,1.319805,103.831836
308878,0,1,1,1.319508,103.832775
308879,71,2,73,1.319857,103.831716
308899,795,22169,22964,1.318222,103.842817
308900,1023,600,1623,1.318222,103.842817
308920,1,12,13,1.321616,103.832904
308921,15,26,41,1.321642,103.832871
308922,1,1,2,1.319742,103.83203
308923,13,3,16,1.321665,103.832777
308924,2,0,2,1.321665,103.832823
308925,3,0,3,1.315642,103.843904
308926,1,0,1,1.319822,103.831785
308927,14,11,25,1.321646,103.832507
308928,58,0,58,1.32164,103.83243
308929,12,3,15,1.32166,103.83237
308930,3,7,10,1.321739,103.832283
308931,15,1,16,1.32169,103.832287
308950,97,7,104,1.319938,103.831912
308951,2,17,19,1.319898,103.831966
308953,9,1,10,1.319972,103.832
308954,4,1,5,1.320069,103.831974
308955,20,6,26,1.320052,103.832028
308956,11,8,19,1.320144,103.831986
308957,7,1,8,1.320131,103.832051
308958,2,0,2,1.321664,103.832726
308959,1,0,1,1.321652,103.832582
308960,1,1,2,1.320207,103.832003
308961,10,0,10,1.320278,103.832093
308963,0,1,1,1.320215,103.83207
308964,4,2,6,1.320421,103.832144
308965,1,0,1,1.320327,103.832048
308966,26,0,26,1.320495,103.832164
308967,24,3,27,1.320453,103.832082
308969,2,1,3,1.321657,103.832661
308970,26,4,30,1.320625,103.832207
308971,3,1,4,1.320596,103.832116
308972,1,0,1,1.32039,103.832065
308975,20,7,27,1.32074,103.832168
308976,3,1,4,1.320825,103.832264
308977,0,2,2,1.320276,103.832026
308978,0,2,2,1.32082,103.832185
308979,1,10,11,1.320894,103.832213
308999,2,189,191,1.319339,103.831585
309000,7,14,21,1.319329,103.833266
309001,2,56,58,1.31931,103.831682
309002,9,4,13,1.319454,103.83331
309003,1,0,1,1.320676,103.832224
309004,0,1,1,1.319259,103.831801
309005,5,3,8,1.319236,103.831881
309006,1,6,7,1.319685,103.833381
309007,31,2,33,1.319185,103.832012
309008,4,19,23,1.319156,103.832097
309009,4,23,27,1.319122,103.832234
309010,1,21,22,1.319099,103.832331
309011,16,152,168,1.319053,103.832456
309012,6,298,304,1.319024,103.832547
309013,3,0,3,1.320528,103.832099
309014,3,711,714,1.318946,103.832766
309015,2,74,76,1.31906,103.832971
309017,10,11,21,1.319429,103.833233
309018,3,0,3,1.31899,103.832672
309019,15,0,15,1.319759,103.833318
309020,5,3,8,1.319855,103.83334
309021,400,3,403,1.320766,103.83324
309022,1,1,2,1.320894,103.832286
309023,8,0,8,1.320835,103.833295
309024,21,0,21,1.320099,103.833276
309025,0,12,12,1.320888,103.83336
309026,1,0,1,1.319579,103.833364
309027,0,7,7,1.320655,103.833532
309028,1,0,1,1.320353,103.833187
309029,481,155,636,1.321314,103.833502
309030,0,12,12,1.321157,103.833768
309031,184,3,187,1.321514,103.833943
309032,0,3,3,1.319607,103.833311
309034,22,0,22,1.320978,103.832488
309035,12,2,14,1.321007,103.832414
309036,2,0,2,1.32,103.833316
309037,7,2,9,1.321047,103.832283
309039,189,3,192,1.321098,103.832152
309040,2,0,2,1.321035,103.832351
309041,30,0,30,1.321138,103.832027
309042,6,2,8,1.319091,103.833009
309043,174,4,178,1.319476,103.833256
309047,4,19,23,1.320135,103.833388
309048,2,2,4,1.320256,103.833349
309049,0,1,1,1.320462,103.833116
309050,1,11,12,1.320256,103.833349
309051,1,43,44,1.299509,103.837
309061,1528,1234,2762,1.315114,103.838436
309062,38,103,141,1.31556,103.838354
309063,46,29,75,1.315441,103.838244
309064,35,229,264,1.315561,103.838489
309065,691,172,863,1.315835,103.838689
309068,108,38,146,1.316229,103.838848
309069,27,69,96,1.316485,103.838833
309070,253,62,315,1.316698,103.838818
309071,165,75,240,1.317463,103.838745
309072,365,49,414,1.317034,103.839248
309073,52,4,56,1.317328,103.83875
309074,41,1,42,1.31738,103.838734
309075,13,47,60,1.317466,103.839266
309076,325,129,454,1.317592,103.83875
309077,5,63,68,1.317592,103.83875
309078,18,5,23,1.317666,103.839298
309079,237,26,263,1.317318,103.838062
309080,133,62,195,1.317911,103.839245
309081,0,4,4,1.317888,103.838714
309082,234,0,234,1.318161,103.839139
309083,327,29,356,1.318355,103.838637
309085,1,0,1,1.320256,103.833349
309086,65,2,67,1.318587,103.838854
309087,13,0,13,1.318658,103.838855
309088,10,0,10,1.318782,103.838994
309090,11,10,21,1.318909,103.839336
309091,80,12,92,1.31889,103.83927
309093,1,9,10,1.319157,103.839563
309094,245,36,281,1.318055,103.839645
309095,7,0,7,1.31921,103.839711
309096,1,2,3,1.320944,103.832624
309097,91,35,126,1.318867,103.839356
309098,84,9,93,1.31893,103.839616
309099,45,2,47,1.319208,103.83993
309101,108,3,111,1.319223,103.840193
309103,91,3,94,1.319013,103.839667
309104,274,132,406,1.318966,103.840335
309105,20,0,20,1.319611,103.840323
309106,4,12,16,1.318871,103.840602
309107,21,17,38,1.318786,103.840859
309108,1,41,42,1.319,103.840488
309109,1,7,8,1.318928,103.840679
309110,35,43,78,1.319071,103.841052
309111,1,3,4,1.31908,103.841122
309112,1,109,110,1.319099,103.841261
309113,4,2,6,1.319119,103.8414
309114,5,50,55,1.319138,103.841539
309115,3,14,17,1.319083,103.840167
309116,115,5930,6045,1.319147,103.841668
309117,9,0,9,1.318524,103.838911
309118,11,6,17,1.318523,103.83891
309119,25,15,40,1.318523,103.83891
309120,1,4,5,1.318523,103.83891
309121,93,11,104,1.318523,103.83891
309122,16,6,22,1.318523,103.83891
309123,70,166,236,1.318523,103.83891
309126,23,39,62,1.318749,103.839128
309127,11,18,29,1.318748,103.839127
309128,7,0,7,1.318748,103.839127
309129,6,2,8,1.318748,103.839127
309130,20,2,22,1.318748,103.839127
309131,1,14,15,1.318748,103.839127
309132,3,0,3,1.319201,103.839743
309133,9,0,9,1.318748,103.839127
309134,3,34,37,1.319157,103.841658
309135,4,266,270,1.319615,103.841174
309136,15,48,63,1.319931,103.840572
309137,1,0,1,1.299509,103.837
309138,7,1,8,1.320014,103.840654
309139,0,2,2,1.321121,103.832095
309140,0,3,3,1.318748,103.839127
309141,27,17,44,1.319773,103.840114
309142,3,9,12,1.31986,103.840061
309143,53,5,58,1.319694,103.839714
309144,26,0,26,1.319686,103.839585
309145,18,0,18,1.319685,103.839658
309146,10,1,11,1.31964,103.839371
309147,7,4,11,1.319752,103.839793
309148,2,0,2,1.319887,103.840509
309149,6,5,11,1.319585,103.83912
309150,275,3,278,1.319558,103.838989
309151,7,1,8,1.319661,103.839317
309152,4,1,5,1.31952,103.838862
309153,4,0,4,1.319483,103.838709
309154,4,0,4,1.319609,103.839027
309155,10,2,12,1.319406,103.838566
309156,0,17,17,1.319575,103.838844
309157,1,15,16,1.319313,103.838426
309158,48,0,48,1.319551,103.838764
309159,4,9,13,1.31928,103.83839
309160,19,0,19,1.319468,103.838592
309162,7,0,7,1.319095,103.838257
309163,60,1,61,1.319391,103.838463
309165,2,2,4,1.319346,103.838401
309166,61,5,66,1.318998,103.83824
309167,2,7,9,1.319223,103.838252
309168,81,7,88,1.318919,103.838187
309169,19,18,37,1.31903,103.838082
309170,12,6,18,1.318739,103.838103
309171,137,0,137,1.31852,103.837979
309173,7,2,9,1.318384,103.837904
309174,6,1,7,1.318567,103.837826
309175,3,1,4,1.318567,103.837826
309176,36,4,40,1.318321,103.837863
309177,0,1,1,1.319867,103.84044
309178,5,0,5,1.318408,103.837735
309179,1,65,66,1.318169,103.837786
309180,0,3,3,1.319989,103.840534
309181,8,2,10,1.318245,103.837646
309182,3,4,7,1.318014,103.837723
309183,2,0,2,1.319613,103.839251
309184,9,3,12,1.318,103.83752
309185,0,1,1,1.318242,103.837826
309186,4,2,6,1.317894,103.837479
309187,212,2,214,1.31786,103.837672
309188,10,3,13,1.317796,103.837654
309189,5,2,7,1.317732,103.837412
309190,4,12,16,1.317597,103.837361
309191,4,0,4,1.318834,103.838139
309192,13,0,13,1.318674,103.838068
309193,5,2,7,1.318585,103.838017
309194,11,32,43,1.31987,103.840968
309195,1,0,1,1.31793,103.837702
309196,16,6,22,1.319752,103.839989
309197,52,3,55,1.319727,103.839854
309198,84,18,102,1.320024,103.840807
309199,2,0,2,1.31807,103.83755
309200,30,0,30,1.31928,103.83839
309201,9,0,9,1.31928,103.83839
309202,3,0,3,1.317254,103.838238
309203,35,9,44,1.31928,103.83839
309204,16,0,16,1.31928,103.83839
309205,19,23,42,1.318998,103.838059
309206,2,59,61,1.318941,103.838028
309207,8,14,22,1.319345,103.838499
309208,18,259,277,1.319766,103.84111
309209,5,12,17,1.3198,103.841144
309210,4,70,74,1.319869,103.841214
309211,11,7,18,1.319924,103.841297
309212,4,13,17,1.320017,103.841362
309213,5,113,118,1.319979,103.841381
309214,8,2,10,1.320053,103.841421
309215,13,26,39,1.320034,103.841464
309216,2,6,8,1.320105,103.84149
309217,4,164,168,1.320089,103.841547
309218,5,12,17,1.320145,103.841547
309219,4,153,157,1.320144,103.84163
309220,4,8,12,1.320602,103.841289
309221,4,1260,1264,1.320171,103.841672
309222,10,0,10,1.320579,103.84126
309223,2,949,951,1.320181,103.841682
309224,0,8,8,1.320527,103.841175
309225,6,1390,1396,1.320224,103.841748
309226,1,1,2,1.31928,103.83839
309227,28,1127,1155,1.320277,103.841825
309228,9,0,9,1.320452,103.841059
309229,3,41,44,1.320256,103.841645
309230,2,1,3,1.31928,103.83839
309231,20,10,30,1.320313,103.841605
309232,6,0,6,1.320456,103.840968
309233,0,2,2,1.320499,103.841135
309234,0,1,1,1.319696,103.83954
309235,3,1,4,1.320439,103.841514
309236,61,6,67,1.320531,103.841099
309237,1,1,2,1.320399,103.841542
309238,48,17,65,1.320559,103.841134
309239,1,0,1,1.320485,103.841014
309240,1,2,3,1.320424,103.84101
309241,3,0,3,1.320611,103.841207
309242,32,36,68,1.320645,103.841259
309243,2,6,8,1.320769,103.841298
309244,12,14,26,1.321101,103.840984
309245,5,8,13,1.320809,103.84127
309246,2,2,4,1.321076,103.840945
309247,0,16,16,1.321015,103.841139
309248,28,7,35,1.321028,103.840867
309249,2,9,11,1.321049,103.841122
309250,0,10,10,1.320979,103.840789
309251,118,11,129,1.321135,103.841065
309252,3,2,5,1.320931,103.840711
309253,20,4,24,1.321169,103.84103
309254,41,1,42,1.320892,103.840643
309255,0,2,2,1.320502,103.841474
309256,14,0,14,1.320932,103.840682
309257,1,4,5,1.321312,103.840946
309258,2,9,11,1.320963,103.84073
309259,5,2,7,1.321375,103.840907
309260,1,0,1,1.320548,103.841445
309261,4,1,5,1.321398,103.840878
309262,2,10,12,1.321084,103.840926
309263,65,0,65,1.321432,103.840855
309264,4,17,21,1.321135,103.841013
309265,1,1,2,1.32126,103.840969
309266,205,10,215,1.321513,103.840671
309267,2,1,3,1.320688,103.841361
309268,7,2,9,1.321456,103.840574
309269,37,0,37,1.321512,103.84081
309270,3,0,3,1.321489,103.840821
309271,0,1,1,1.321024,103.840828
309274,34,15,49,1.321364,103.840426
309275,4,3,7,1.321588,103.840689
309276,24,9,33,1.321513,103.840581
309277,13,1,14,1.32144,103.840467
309278,93,3,96,1.321379,103.840376
309298,11,982,993,1.315504,103.840501
309299,3,92,95,1.315674,103.840261
309300,11,1461,1472,1.315808,103.840838
309301,40,7,47,1.315878,103.840732
309302,1,4,5,1.31598,103.840587
309303,4,20,24,1.315955,103.840672
309304,417,16,433,1.316123,103.84004
309305,3,0,3,1.321422,103.840517
309306,2261,263,2524,1.315444,103.839592
309307,345,79,424,1.316775,103.839662
309309,646,379,1025,1.316341,103.839155
309310,94,313,407,1.315754,103.838972
309311,2814,488,3302,1.316196,103.839472
309329,937,511,1448,1.317209,103.845041
309330,602,204,806,1.316818,103.845459
309331,371,43,414,1.317267,103.845562
309351,73,218,291,1.326982,103.839561
309352,8,29,37,1.326991,103.839445
309353,4,2,6,1.326734,103.839691
309354,6,59,65,1.326802,103.83934
309355,4,0,4,1.326739,103.839365
309356,2,4,6,1.326618,103.839608
309357,11,3,14,1.326566,103.839643
309359,7,0,7,1.326574,103.839038
309360,2,10,12,1.326148,103.83992
309361,5,1,6,1.326308,103.839643
309362,2,0,2,1.321461,103.840838
309363,16,0,16,1.326308,103.839643
309364,4,0,4,1.326227,103.839157
309365,12,0,12,1.325931,103.839993
309368,9,2,11,1.325808,103.83998
309370,6,0,6,1.325476,103.840173
309371,505,18,523,1.325437,103.839681
309372,232,8,240,1.325214,103.83949
309373,5,0,5,1.325213,103.839489
309374,14,3,17,1.325185,103.839542
309375,3,0,3,1.31575,103.840679
309377,0,1,1,1.321552,103.840784
309378,2,1,3,1.325123,103.839656
309379,2,3,5,1.324852,103.84007
309380,1,1,2,1.326308,103.839643
309381,5,3,8,1.324738,103.840295
309382,57,5,62,1.324777,103.840249
309383,81,5,86,1.324663,103.84037
309384,35,2,37,1.324601,103.840447
309385,36,0,36,1.324542,103.840502
309386,7,25,32,1.324489,103.840559
309387,7,2,9,1.324445,103.840606
309388,5,1,6,1.324355,103.840677
309389,16,3,19,1.324215,103.840733
309390,4,2,6,1.324404,103.840291
309391,1,1,2,1.324774,103.840197
309392,2,1,3,1.32493,103.839944
309393,0,6,6,1.324704,103.840227
309394,6,0,6,1.324779,103.840089
309395,1,5,6,1.324823,103.840031
309396,12,0,12,1.324878,103.83993
309397,80,3,83,1.32493,103.839886
309398,1,3,4,1.324999,103.839769
309399,1,0,1,1.325009,103.839817
309400,11,0,11,1.325086,103.839658
309401,31,1,32,1.324277,103.840666
309402,10,3,13,1.324321,103.840611
309403,6,5,11,1.32513,103.839574
309404,2,6,8,1.326641,103.839755
309405,6,8,14,1.325156,103.839612
309406,0,4,4,1.299509,103.837
309407,0,1,1,1.325065,103.839705
309408,0,1,1,1.299509,103.837
309409,1,4,5,1.299509,103.837
309420,822,1842,2664,1.314358,103.838911
309421,26,11,37,1.314101,103.838706
309422,324,0,324,1.314231,103.838563
309423,20,233,253,1.315376,103.837553
309424,2,93,95,1.31571,103.837216
309425,25,658,683,1.316208,103.836701
309426,142,22,164,1.316165,103.837834
309427,165,26,191,1.316389,103.83766
309428,160,25,185,1.316344,103.837553
309429,77,46,123,1.316849,103.837241
309430,48,2,50,1.317183,103.837096
309431,64,47,111,1.317074,103.836551
309432,70,1270,1340,1.316958,103.836462
309433,561,1210,1771,1.317471,103.835812
309434,29,372,401,1.32051,103.829411
309436,57,1549,1606,1.31872,103.833336
309437,1112,461,1573,1.321253,103.828017
309457,17,184,201,1.315788,103.845541
309458,22,135,157,1.315478,103.845369
309459,223,17,240,1.315923,103.845617
309460,0,101,101,1.316002,103.845786
309461,39,50,89,1.316104,103.845767
309462,76,0,76,1.316002,103.845786
309463,1,20,21,1.316104,103.845767
309464,0,83,83,1.316002,103.845786
309465,12,1,13,1.316002,103.845786
309466,1417,65,1482,1.316448,103.84629
309467,5,380,385,1.316346,103.845939
309468,1,42,43,1.316346,103.845939
309469,0,3,3,1.324522,103.840055
309470,386,382,768,1.315478,103.845369
309489,9,18,27,1.31816,103.836371
309490,21,3,24,1.31828,103.836562
309491,13,11,24,1.318417,103.836657
309492,39,0,39,1.318776,103.836837
309493,15,0,15,1.319255,103.837012
309494,167,260,427,1.317732,103.836668
309495,60,96,156,1.318174,103.836789
309496,77,21,98,1.318305,103.836867
309497,153,5,158,1.318367,103.836902
309498,6,0,6,1.318437,103.836948
309499,463,127,590,1.319358,103.837084
309500,50,51,101,1.318526,103.836986
309501,62,0,62,1.318624,103.837035
309502,605,4,609,1.319358,103.837084
309504,12,47,59,1.319358,103.837084
309505,2,1,3,1.316346,103.845939
309506,8,8,16,1.320108,103.836532
309507,5,4,9,1.319921,103.837922
309508,6,0,6,1.319778,103.838246
309509,270,101,371,1.320604,103.836812
309510,2,0,2,1.324496,103.840142
309511,1,0,1,1.299509,103.837
309512,3,52,55,1.319991,103.837325
309513,219,92,311,1.322563,103.837143
309514,113,18,131,1.322562,103.837142
309515,114,22,136,1.322562,103.837142
309516,41,7,48,1.322562,103.837142
309517,86,11,97,1.322562,103.837142
309518,154,21,175,1.322562,103.837142
309519,52,4,56,1.322562,103.837142
309520,76,5,81,1.322562,103.837142
309521,9,2,11,1.322562,103.837142
309522,24,0,24,1.323066,103.837213
309523,59,0,59,1.323115,103.837261
309524,60,0,60,1.323171,103.837261
309525,4,11,15,1.320474,103.837022
309526,75,2,77,1.323283,103.837487
309527,8,1,9,1.323365,103.83749
309528,9,3,12,1.323406,103.837494
309529,69,2,71,1.323485,103.837486
309530,0,3,3,1.319907,103.837323
309531,2,7,9,1.323573,103.837485
309532,46,10,56,1.32366,103.837444
309533,9,2,11,1.32369,103.837479
309534,132,5,137,1.323777,103.837464
309535,3,0,3,1.323524,103.837484
309537,10,4,14,1.320806,103.837094
309538,30,28,58,1.322626,103.837563
309539,213,3,216,1.322625,103.837562
309540,16,5,21,1.322625,103.837562
309541,9,6,15,1.322625,103.837562
309542,1,3,4,1.322625,103.837562
309543,0,2,2,1.319997,103.837803
309544,3,4,7,1.322625,103.837562
309545,91,5,96,1.323013,103.83745
309546,10,0,10,1.323071,103.83746
309547,16,1,17,1.323099,103.837433
309548,1,1,2,1.322625,103.837562
309549,117,15,132,1.321223,103.837116
309550,0,3,3,1.323834,103.837483
309551,4,0,4,1.323231,103.837724
309552,3,14,17,1.323335,103.837763
309553,2,16,18,1.321607,103.837091
309554,149,3,152,1.323885,103.837879
309555,1463,113,1576,1.324151,103.838074
309563,3,10,13,1.321976,103.836996
309564,2,51,53,1.322367,103.837923
309565,3,5,8,1.322401,103.838272
309566,3,0,3,1.322626,103.837563
309567,0,34,34,1.3224,103.838271
309568,661,96,757,1.32358,103.838732
309570,3,0,3,1.3224,103.838271
309571,132,47,179,1.322434,103.839434
309572,32,7,39,1.322376,103.839306
309573,80,26,106,1.322414,103.839609
309574,0,36,36,1.322261,103.839811
309575,54,2,56,1.322339,103.839973
309576,12,2,14,1.32225,103.840064
309577,0,130,130,1.322219,103.840313
309578,17,34,51,1.322372,103.84095
